구분,제작국(수정),제목,등급,주제,선정성,폭력성,공포,약물,대사.지속성등.,모방위협
국외영화,일본,사다코3D : 죽음의동영상(3D),15세이상관람가,3,1,3,3,1,3,3
국외영화,기타,금의위:14검의비밀,15세이상관람가,3,2,3,2,1,2,2
국외영화,영국,다니엘크레이그의플래시백,청소년관람불가,4,4,2,3,4,4,4
국외영화,일본,여비서,청소년관람불가,4,4,3,2,1,4,4
국외영화,미국,프로메테우스,청소년관람불가,3,2,4,3,1,3,2
국외영화,미국,스노우화이트앤더헌츠맨,12세이상관람가,2,2,2,2,1,2,1
국외영화,미국,아메리칸파이:19금동창회,청소년관람불가,4,4,2,1,3,4,4
국외영화,일본,러버즈고무옷의그녀,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,만원전철속의그녀,청소년관람불가,4,4,2,1,1,4,4
국외영화,기타,러브,15세이상관람가,3,2,2,2,1,3,3
국외영화,미국,지알로,청소년관람불가,4,2,4,4,4,4,4
국외영화,미국,앨티튜드,15세이상관람가,3,1,2,3,1,3,1
국외영화,일본,S중독,청소년관람불가,4,4,2,1,1,4,4
국외영화,미국,세이프,청소년관람불가,4,1,4,4,1,4,4
국외영화,미국,오즈의마법사,전체관람가,1,1,1,1,1,1,1
국외영화,일본,극장판하늘의유실물 : 시계태엽의엔젤로이드,15세이상관람가,2,3,2,2,1,2,2
국외영화,기타,멜랑콜리아,15세이상관람가,3,3,1,3,3,2,2
국외영화,기타,위험한정사,청소년관람불가,4,4,2,3,4,4,4
국외영화,미국,5쿼터,전체관람가,1,1,1,1,1,1,1
국외영화,미국,요한웨슬리,전체관람가,1,1,1,1,1,1,1
국외영화,기타,콜걸,청소년관람불가,4,4,3,3,4,4,4
국외영화,미국,더스토닝,청소년관람불가,4,1,4,4,1,3,3
국외영화,미국,맨인블랙3,12세이상관람가,2,1,2,2,1,1,1
국외영화,미국,맨인블랙3(3D),12세이상관람가,2,1,2,2,1,1,1
국외영화,영국,씨렉스 3D : 선사시대로의여행,전체관람가,1,1,1,1,1,1,1
국외영화,일본,딱따구리와비,전체관람가,1,1,1,1,1,1,1
국외영화,미국,다크섀도우,15세이상관람가,3,2,3,3,2,2,2
국외영화,기타,레이드 : 첫번째습격,청소년관람불가,4,1,4,4,4,4,4
국외영화,기타,키롯,청소년관람불가,3,2,4,2,1,3,2
국외영화,기타,스워드오브워,청소년관람불가,3,2,4,3,1,2,2
국외영화,일본,극장판썬더일레븐GO-궁극의우정그리폰(3D),전체관람가,1,1,1,1,1,1,1
국외영화,기타,이프!,전체관람가,1,1,1,1,1,1,1
국외영화,일본,누드의밤,청소년관람불가,4,4,4,4,3,4,4
국외영화,미국,원더러스트,청소년관람불가,4,4,2,1,4,4,3
국외영화,미국,락아웃 : 익스트림미션,15세이상관람가,3,1,3,3,1,3,2
국외영화,기타,룰루,청소년관람불가,4,4,4,3,4,4,3
국외영화,기타,모피를입은비너스,청소년관람불가,4,4,4,3,1,4,4
국외영화,영국,뱀파이어킬러,청소년관람불가,3,4,4,3,1,4,3
국외영화,프랑스,어썰트,15세이상관람가,3,1,3,3,1,2,3
국외영화,기타,프란체스코와교황,전체관람가,1,1,1,1,1,1,1
국외영화,일본,극장판썬더일레븐 GO - 궁극의우정그리폰,전체관람가,1,1,1,1,1,1,1
국외영화,기타,로스트인베이징,청소년관람불가,4,4,3,2,1,3,3
국외영화,미국,머펫대소동,전체관람가,1,1,1,1,1,1,1
국외영화,미국,단델리온더스트,12세이상관람가,2,1,2,1,1,2,1
국외영화,미국,머신건프리처,15세이상관람가,3,2,3,3,3,3,3
국외영화,프랑스,장화신은고양이-디오리지널,전체관람가,1,1,1,1,1,1,1
국외영화,일본,내일의숀,청소년관람불가,4,4,3,1,1,4,3
국외영화,미국,어벤져스3D,12세이상관람가,1,1,2,2,1,1,1
국외영화,미국,로델린다,전체관람가,1,1,1,1,1,1,1
국외영화,미국,몬스터,12세이상관람가,2,1,2,2,1,2,1
국외영화,기타,제7의봉인,12세이상관람가,2,1,2,2,1,2,1
국외영화,기타,세인트,청소년관람불가,3,2,4,4,1,3,1
국외영화,미국,테이크미홈,12세이상관람가,2,2,1,1,1,2,2
국외영화,미국,더씽,15세이상관람가,3,1,3,3,1,2,1
국외영화,프랑스,에브리잭해즈어질,15세이상관람가,2,3,1,1,1,2,2
국외영화,일본,뱀파이어섹스다이어리,청소년관람불가,4,4,4,4,1,4,4
국외영화,기타,파판,전체관람가,1,1,1,1,1,1,1
국외영화,미국,사티아그라하,전체관람가,1,1,1,1,1,1,1
국외영화,미국,타이타닉2,12세이상관람가,2,1,2,2,1,1,1
국외영화,일본,짱구는못말려극장판:태풍을부르는황금스파이대작전,전체관람가,1,1,1,1,1,1,1
국외영화,기타,페르마의밀실,15세이상관람가,3,1,2,3,1,3,2
국외영화,일본,오피스걸의불륜,청소년관람불가,4,4,3,3,1,4,4
국외영화,일본,위험한유혹,청소년관람불가,4,4,2,1,1,4,4
국외영화,일본,여비서의불륜,청소년관람불가,4,4,4,2,1,4,4
국외영화,미국,콜드라잇오브데이,15세이상관람가,3,1,3,3,1,2,2
국외영화,영국,데인저러스메소드,청소년관람불가,4,4,3,3,4,4,3
국외영화,미국,어벤져스,12세이상관람가,1,1,2,2,1,1,1
국외영화,기타,경웅여협 : 비밀결사대,15세이상관람가,3,1,3,2,1,3,2
국외영화,미국,트랜짓,청소년관람불가,3,1,4,3,1,2,3
국외영화,기타,너무밝히는소녀알마,청소년관람불가,3,4,1,1,4,3,3
국외영화,프랑스,믹막:티르라리고사람들,15세이상관람가,3,3,3,2,1,3,2
국외영화,일본,실종-어느날납치된소녀,청소년관람불가,4,4,4,3,1,4,4
국외영화,일본,에로티봇,청소년관람불가,4,4,4,2,1,4,4
국외영화,영국,블라인드리벤지,15세이상관람가,3,3,2,3,1,3,1
국외영화,일본,멋진악몽,전체관람가,1,1,1,1,1,1,1
국외영화,미국,백설공주,전체관람가,1,1,1,1,1,1,1
국외영화,기타,사랑의여왕,청소년관람불가,4,4,1,1,1,4,4
국외영화,미국,에일리언아마겟돈,15세이상관람가,2,2,3,3,1,3,2
국외영화,기타,미트,청소년관람불가,4,4,4,3,3,4,4
국외영화,기타,점프아쉰,15세이상관람가,3,1,3,3,3,3,3
국외영화,일본,과외수업-폭행,청소년관람불가,4,4,4,4,3,4,4
국외영화,미국,픽쳐미-모델다이어리,15세이상관람가,3,2,2,1,3,3,2
국외영화,미국,틴에이지뱀파이어,12세이상관람가,2,1,2,2,1,1,1
국외영화,프랑스,애딕티드:그를사랑한남자,청소년관람불가,4,4,4,4,4,4,4
국외영화,미국,헝거게임:판엠의불꽃,15세이상관람가,3,1,3,3,1,2,3
국외영화,일본,더럽혀진마리아,청소년관람불가,4,4,4,3,1,4,4
국외영화,미국,로렉스(3D),전체관람가,1,1,1,1,1,1,1
국외영화,미국,비버,12세이상관람가,2,2,2,2,1,2,2
국외영화,기타,"아내,애인그리고맛있는섹스",청소년관람불가,4,4,1,1,1,4,4
국외영화,프랑스,파리의도둑고양이,12세이상관람가,1,1,2,2,1,2,1
국외영화,일본,세이지:육지의물고기,청소년관람불가,3,3,4,3,1,3,3
국외영화,프랑스,더레이디,15세이상관람가,3,1,3,3,1,2,1
국외영화,영국,론리플레이스투다이,청소년관람불가,4,2,4,4,2,3,4
국외영화,일본,에로틱사이렌,청소년관람불가,4,4,4,3,1,4,4
국외영화,미국,배틀쉽,12세이상관람가,2,1,2,2,1,1,1
국외영화,기타,하늘이보내준딸,전체관람가,1,1,1,1,1,1,1
국외영화,미국,코난:암흑의시대(2D),청소년관람불가,4,4,4,4,1,3,3
국외영화,미국,코난:암흑의시대(3D),청소년관람불가,4,4,4,4,1,3,3
국외영화,미국,위험한아르바이트,청소년관람불가,4,4,4,4,3,4,4
국외영화,기타,해밀턴,청소년관람불가,3,3,4,3,1,3,3
국외영화,영국,프로젝트님,12세이상관람가,2,2,2,2,2,2,1
국외영화,기타,헤드헌터,청소년관람불가,4,4,4,3,1,3,4
국외영화,일본,스네이크앤이어링,청소년관람불가,4,4,4,4,3,4,4
국외영화,프랑스,스튜던트서비스,청소년관람불가,4,4,4,3,2,4,4
국외영화,미국,타이탄의분노3D,12세이상관람가,2,1,2,2,1,2,1
국외영화,프랑스,밤의이야기,전체관람가,1,1,1,1,1,1,1
국외영화,기타,아르마딜로,15세이상관람가,3,3,3,3,1,3,3
국외영화,일본,음란한게이샤의정사,청소년관람불가,4,4,1,1,1,4,4
국외영화,기타,미래는고양이처럼,청소년관람불가,4,4,2,2,1,3,3
국외영화,프랑스,크레이지호스,청소년관람불가,4,4,1,1,1,3,3
국외영화,기타,가을소나타,12세이상관람가,2,1,1,2,1,2,1
국외영화,미국,로렉스,전체관람가,1,1,1,1,1,1,1
국외영화,미국,지크프리트,전체관람가,1,1,1,1,1,1,1
국외영화,일본,버니드롭,전체관람가,1,1,1,1,1,1,1
국외영화,프랑스,리그렛,청소년관람불가,4,4,3,1,1,4,3
국외영화,기타,별이빛나는밤,전체관람가,1,1,1,1,1,1,1
국외영화,영국,피쉬탱크,청소년관람불가,4,4,4,3,2,4,4
국외영화,일본,시노비도,청소년관람불가,3,2,4,3,1,2,3
국외영화,미국,데드앤곤,청소년관람불가,4,3,4,4,4,3,4
국외영화,프랑스,온투어,청소년관람불가,4,4,2,1,2,4,3
국외영화,프랑스,하트브레이커,15세이상관람가,3,3,2,2,1,3,2
국외영화,일본,컬러풀,15세이상관람가,3,3,3,2,2,3,2
국외영화,일본,변태가족형의새각시,청소년관람불가,4,4,4,2,2,4,4
국외영화,미국,프리미엄러쉬,15세이상관람가,3,2,3,3,1,2,3
국외영화,미국,타이탄의분노,12세이상관람가,2,1,2,2,1,2,1
국외영화,일본,쥬리의은밀한불륜,청소년관람불가,4,4,4,3,2,4,4
국외영화,기타,개인교수2012,청소년관람불가,4,4,1,1,2,4,4
국외영화,기타,키드넵:한밤의침입자,청소년관람불가,4,4,4,4,2,4,4
국외영화,미국,포트리스,15세이상관람가,2,1,3,2,1,2,1
국외영화,기타,신해혁명,15세이상관람가,2,1,3,2,1,2,1
국외영화,미국,용문비갑,15세이상관람가,3,1,3,2,1,2,2
국외영화,미국,킹메이커,15세이상관람가,3,3,2,3,3,3,3
국외영화,미국,미녀와야수3D,전체관람가,1,1,1,1,1,1,1
국외영화,기타,카르고,15세이상관람가,3,2,3,3,2,2,2
국외영화,미국,존카터:바숨전쟁의서막,12세이상관람가,2,1,2,2,1,1,1
국외영화,미국,배틀포스,15세이상관람가,3,2,3,2,1,3,2
국외영화,미국,프리러너,청소년관람불가,4,3,4,4,2,3,4
국외영화,미국,원데이,15세이상관람가,3,3,2,2,2,3,2
국외영화,기타,밀레니엄:제3부벌집을발로찬소녀,청소년관람불가,4,3,4,4,2,4,3
국외영화,기타,디바이드,청소년관람불가,4,4,4,4,1,3,3
국외영화,프랑스,잠자는숲속의미녀,청소년관람불가,4,4,3,3,1,3,3
국외영화,프랑스,Q-섹스힐링,청소년관람불가,4,4,3,1,2,4,4
국외영화,미국,타이타닉(3D),15세이상관람가,3,3,2,3,1,3,2
국외영화,미국,어나더어스,12세이상관람가,2,2,2,2,1,2,1
국외영화,기타,마릴린먼로와함께한일주일,15세이상관람가,3,3,1,1,2,3,2
국외영화,일본,섹스콜렉터2,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,실종-완벽한사육,청소년관람불가,4,4,4,3,2,4,4
국외영화,프랑스,교수와여제자2,청소년관람불가,4,4,1,1,1,4,4
국외영화,미국,저스티스,청소년관람불가,3,2,4,2,1,2,4
국외영화,미국,전쟁주식회사,청소년관람불가,3,3,4,3,2,3,2
국외영화,기타,밀레니엄:제2부불을가지고노는소녀,청소년관람불가,4,4,4,4,3,4,3
국외영화,기타,스탠리의도시락,전체관람가,1,1,1,1,1,1,1
국외영화,미국,휴고,전체관람가,1,1,1,1,1,1,1
국외영화,미국,체리,청소년관람불가,4,4,4,3,3,4,4
국외영화,일본,밀림의왕자레오:세상을바꾸는용기,전체관람가,1,1,1,1,1,1,1
국외영화,기타,니트로,청소년관람불가,4,4,4,4,2,4,4
국외영화,일본,"불륜,와이프의여동생",청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,카즈미-바디미션,청소년관람불가,4,4,4,4,1,4,3
국외영화,일본,단지부인오후의불륜,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,목마른그녀의금단의사랑,청소년관람불가,4,4,4,3,2,4,4
국외영화,미국,액트오브밸러:최정예특수부대,15세이상관람가,3,2,3,3,1,2,2
국외영화,기타,양자탄비,15세이상관람가,3,3,3,2,2,3,2
국외영화,미국,킬스위치,청소년관람불가,4,3,4,4,4,3,4
국외영화,미국,닌자,청소년관람불가,3,1,4,3,1,3,3
국외영화,미국,존카터:바숨전쟁의서막3D,12세이상관람가,2,1,2,2,1,1,1
국외영화,기타,움,청소년관람불가,4,4,2,3,1,3,3
국외영화,일본,몰래보고싶은여인,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,백의의유부녀-굶주린형수님,청소년관람불가,4,4,3,1,1,4,4
국외영화,일본,빨간욕정-꿈의정사,청소년관람불가,4,4,4,4,1,4,4
국외영화,일본,최후의추신구라,15세이상관람가,3,1,3,3,1,2,2
국외영화,프랑스,언터처블: 1%의 우정,12세이상관람가,2,2,1,1,1,2,1
국외영화,미국,고스트라이더 3D:복수의화신,15세이상관람가,2,1,3,2,2,2,2
국외영화,미국,카잭,15세이상관람가,3,1,3,3,1,2,2
국외영화,영국,디어한나,청소년관람불가,4,3,4,3,1,4,3
국외영화,미국,맨온렛지,15세이상관람가,2,2,3,2,1,3,2
국외영화,일본,철권:블러드벤젠스,15세이상관람가,2,2,3,2,1,2,2
국외영화,미국,고스트라이더:복수의화신2D,15세이상관람가,2,1,3,3,2,2,2
국외영화,일본,누드,청소년관람불가,4,4,3,1,1,4,4
국외영화,미국,런던블러바드감독판,청소년관람불가,3,3,4,3,4,4,3
국외영화,일본,돌아온파워레인저미라클포스,전체관람가,1,1,1,1,1,1,1
국외영화,일본,경멸:에고이스트,청소년관람불가,4,4,4,3,1,4,3
국외영화,일본,옷장속의츠쿠시짱,청소년관람불가,4,4,1,1,1,4,4
국외영화,영국,철의여인,12세이상관람가,2,1,2,1,1,2,1
국외영화,영국,베스트엑조틱메리골드호텔,15세이상관람가,3,2,1,1,1,3,1
국외영화,영국,팅커테일러솔저스파이,15세이상관람가,2,3,3,2,1,2,2
국외영화,미국,디스민즈워,15세이상관람가,3,3,3,2,1,3,3
국외영화,미국,휴고3D,전체관람가,1,1,1,1,1,1,1
국외영화,미국,더그레이,15세이상관람가,2,2,2,3,1,3,1
국외영화,기타,레전드오브래빗,전체관람가,1,1,1,1,1,1,1
국외영화,기타,레전드오브래빗3D,전체관람가,1,1,1,1,1,1,1
국외영화,미국,언더월드4:어웨이크닝,청소년관람불가,3,2,4,4,1,3,3
국외영화,영국,미스터나이스,청소년관람불가,4,4,3,2,4,4,4
국외영화,미국,원포더머니,15세이상관람가,3,2,3,2,1,3,3
국외영화,일본,베스트러브그리고정사,청소년관람불가,4,4,1,1,1,4,4
국외영화,기타,토리노의말,15세이상관람가,3,1,1,1,1,3,1
국외영화,기타,양문여장,15세이상관람가,2,1,3,2,1,2,1
국외영화,미국,언더월드4:어웨이크닝3D,청소년관람불가,3,2,4,4,1,3,2
국외영화,기타,전성계비,15세이상관람가,2,1,3,3,2,2,3
국외영화,일본,닌자보이란타로극장판:시끌벅적방학숙제대소동!,전체관람가,1,1,1,1,1,1,1
국외영화,프랑스,우먼인블랙,15세이상관람가,3,1,1,3,1,1,2
국외영화,기타,컷,청소년관람불가,4,1,4,3,1,3,4
국외영화,일본,슬랩스틱브라더스,15세이상관람가,3,2,3,2,1,3,3
국외영화,미국,콘트라밴드,청소년관람불가,3,2,4,2,4,3,2
국외영화,기타,베드웨이즈,청소년관람불가,4,4,1,1,2,4,4
국외영화,미국,크로니클,15세이상관람가,2,2,3,3,1,3,2
국외영화,영국,네얼간이,15세이상관람가,3,2,3,3,1,3,2
국외영화,일본,나는AV배우다2,청소년관람불가,4,4,2,1,3,4,4
국외영화,일본,나는AV배우다3,청소년관람불가,4,4,3,2,1,4,4
국외영화,일본,블루,청소년관람불가,4,4,2,2,4,4,4
국외영화,일본,성냥팔이소녀,청소년관람불가,4,4,4,3,1,4,4
국외영화,기타,그녀가떠날때,15세이상관람가,3,2,3,2,1,2,2
국외영화,기타,레프트비하인드,12세이상관람가,2,1,2,2,1,2,1
국외영화,미국,페이그림,15세이상관람가,3,3,3,1,1,3,2
국외영화,기타,다니엘바렌보임과서동시집오케스트라,전체관람가,1,1,1,1,1,1,1
국외영화,미국,세이프하우스,15세이상관람가,3,2,3,3,1,2,3
국외영화,미국,빅미라클,전체관람가,1,1,1,1,1,1,1
국외영화,일본,7일간오후의정사,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,어린에츠코의고민,청소년관람불가,4,4,1,1,1,4,4
국외영화,일본,영화관오후의정사,청소년관람불가,4,4,3,2,1,4,4
국외영화,일본,마이백페이지,15세이상관람가,3,2,3,2,1,3,3
국외영화,미국,돈지오반니,전체관람가,1,1,1,1,1,1,1
국외영화,프랑스,엘리노의비밀,전체관람가,1,1,1,1,1,1,1
국외영화,미국,해피피트2,전체관람가,1,1,1,1,1,1,1
국외영화,미국,라이징썬,청소년관람불가,3,3,4,2,2,3,2
국외영화,미국,스타워즈:에피소드Ⅰ보이지않는위험3D,전체관람가,1,1,1,1,1,1,1
국외영화,일본,나는AV배우다,청소년관람불가,4,4,2,1,1,4,4
국외영화,일본,노예짱과주인님군,청소년관람불가,4,4,4,3,1,4,4
국외영화,기타,익스펙팅러브,12세이상관람가,2,2,1,1,1,2,2
국외영화,일본,호노카와미히로의성인크리닉,청소년관람불가,4,4,2,1,1,4,4
국외영화,일본,댄싱채플린,전체관람가,1,1,1,1,1,1,1
국외영화,기타,토르:마법망치의전설,전체관람가,1,1,1,1,1,1,1
국외영화,기타,토르:마법망치의전설3D,전체관람가,1,1,1,1,1,1,1
국외영화,미국,블러드아웃,청소년관람불가,4,4,4,4,4,4,4
국외영화,영국,더콜러,청소년관람불가,3,4,3,3,1,3,2
국외영화,미국,퍼스널이펙츠,15세이상관람가,3,2,3,2,1,3,3
국외영화,미국,하이힐을신고달리는여자,15세이상관람가,3,2,1,1,1,3,2
국외영화,일본,O의정사,청소년관람불가,4,4,3,2,2,4,4
국외영화,일본,O의정사2,청소년관람불가,4,4,3,1,1,4,4
국외영화,일본,강철의연금술사미로스의성스러운별,12세이상관람가,2,1,2,2,1,2,2
국외영화,일본,꿈속의성애,청소년관람불가,4,4,4,4,1,3,4
국외영화,프랑스,신과인간,15세이상관람가,3,1,3,3,1,2,1
국외영화,미국,안나볼레나,전체관람가,1,1,1,1,1,1,1
국외영화,기타,영원:삼촌의아내를사랑하다,청소년관람불가,4,4,4,4,1,3,4
국외영화,기타,타임크라임,15세이상관람가,3,3,3,3,1,2,2
국외영화,기타,아티스트,12세이상관람가,2,1,1,1,1,1,2
국외영화,미국,해피피트2(3D),전체관람가,1,1,1,1,1,1,1
국외영화,일본,SM헌터,청소년관람불가,4,4,4,3,4,4,4
국외영화,일본,변태전화방,청소년관람불가,4,4,4,3,4,4,4
국외영화,일본,보내주고싶은여자,청소년관람불가,4,4,4,3,4,4,4
국외영화,일본,부드러운살결,청소년관람불가,4,4,4,3,1,4,4
국외영화,미국,서약,15세이상관람가,3,3,2,1,1,2,1
국외영화,일본,욕망전차,청소년관람불가,4,4,3,1,1,4,4
국외영화,일본,하고싶어,청소년관람불가,4,4,3,1,1,4,4
국외영화,일본,극장판나루토질풍전:블러드프리즌,12세이상관람가,1,1,2,1,1,1,1
국내영화,한국,바캉스무삭제바다편,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,바캉스무삭제정글편,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,바캉스무삭제하늘편,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,청야-끝나지않은이야기,12세이상관람가,2,1,2,2,2,2,1
국내영화,한국,마이플레이스,전체관람가,1,1,1,1,1,1,1
국내영화,한국,살인자,청소년관람불가,4,4,4,4,2,4,4
국내영화,한국,문감독예고편: 40MIN,청소년관람불가,4,4,4,4,2,3,4
국내영화,한국,연애의기술감독판,15세이상관람가,3,3,2,1,2,3,3
국내영화,한국,조선미녀삼총사,12세이상관람가,2,2,2,1,2,2,1
국내영화,한국,피끓는청춘,15세이상관람가,3,3,3,1,3,3,3
국내영화,한국,거짓말섹스가좋아무삭제확장판,청소년관람불가,4,4,1,1,2,4,4
국내영화,한국,하이프네이션:힙합사기꾼,청소년관람불가,4,4,3,1,3,4,4
국내영화,한국,하이프네이션:힙합사기꾼 3D,청소년관람불가,4,4,3,1,3,4,4
국내영화,한국,20,청소년관람불가,4,4,3,1,2,3,4
국내영화,한국,청춘예찬,청소년관람불가,4,4,3,1,4,4,4
국내영화,한국,백프로,15세이상관람가,2,2,2,1,3,3,3
국내영화,한국,만찬,15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,몽정애:꿈속의여인,청소년관람불가,4,4,1,1,2,1,4
국내영화,한국,윤희,청소년관람불가,3,4,4,3,2,3,3
국내영화,한국,플랜맨,15세이상관람가,2,1,2,2,2,3,3
국내영화,한국,거짓말섹스가좋아2,청소년관람불가,4,4,2,1,3,4,4
국내영화,한국,그강아지그고양이,12세이상관람가,2,2,1,1,1,1,1
국내영화,한국,들개들,청소년관람불가,4,4,4,3,3,4,4
국내영화,한국,전망좋은집:무삭제노출판,청소년관람불가,4,4,4,3,2,4,4
국내영화,한국,"시바,인생을던져",15세이상관람가,3,1,3,3,3,3,3
국내영화,한국,그녀가부른다,15세이상관람가,3,3,3,2,3,3,3
국내영화,한국,미녀전쟁,청소년관람불가,4,4,2,3,2,4,4
국내영화,한국,비밀의화방,청소년관람불가,4,4,2,1,4,4,4
국내영화,한국,아이리스II,15세이상관람가,2,2,3,3,1,1,3
국내영화,한국,캐치미,12세이상관람가,2,2,2,1,2,2,2
국내영화,한국,화려한외출,청소년관람불가,4,4,1,1,2,4,4
국내영화,한국,용의자,15세이상관람가,3,1,3,3,3,2,3
국내영화,한국,붉은바캉스검은웨딩두번째이야기,청소년관람불가,4,4,4,4,1,3,4
국내영화,한국,조난자들,15세이상관람가,3,2,3,3,3,3,3
국내영화,한국,청야,12세이상관람가,2,1,2,2,2,2,1
국내영화,한국,캠퍼스S커플,청소년관람불가,4,4,2,1,3,4,4
국내영화,한국,한번도안해본여자,청소년관람불가,4,4,2,2,3,4,4
국내영화,한국,한번도안해본여자3D,청소년관람불가,4,4,2,2,3,4,4
국내영화,한국,창수,청소년관람불가,4,3,4,4,4,4,4
국내영화,한국,변호인(The Attorney),15세이상관람가,3,1,3,3,2,3,2
국내영화,한국,롤플레이2:동침,청소년관람불가,4,4,4,3,2,4,4
국내영화,한국,안녕?!오케스트라,전체관람가,1,1,1,1,1,1,1
국내영화,한국,풍경,전체관람가,1,1,1,1,1,1,1
국내영화,한국,뷰티풀차일드,전체관람가,1,1,1,1,1,1,1
국내영화,한국,전망좋은하우스<U+2013>관음적욕망,청소년관람불가,4,4,2,2,2,4,4
국내영화,한국,표류일기,전체관람가,1,1,1,1,1,1,1
국내영화,한국,청춘정담,15세이상관람가,3,3,2,2,3,3,3
국내영화,한국,고양이소녀,청소년관람불가,4,4,4,3,2,4,4
국내영화,한국,집으로가는길,15세이상관람가,2,3,3,3,3,3,3
국내영화,한국,잉투기,15세이상관람가,3,3,3,3,2,3,3
국내영화,한국,야관문욕망의꽃,청소년관람불가,4,4,4,3,3,4,4
국내영화,한국,미녀들의수다라리사의개인교수,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,잉여들의히치하이킹,12세이상관람가,2,1,1,1,2,2,1
국내영화,한국,"소설,영화와만나다",청소년관람불가,4,4,4,3,2,4,4
국내영화,한국,열한시(AM11:00),15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,원오브어카인드3D,전체관람가,1,1,1,1,1,1,1
국내영화,한국,해리2,전체관람가,1,1,1,1,1,1,1
국내영화,한국,친구2,청소년관람불가,4,3,4,4,4,4,4
국내영화,한국,더파이브,청소년관람불가,4,3,4,4,4,3,4
국내영화,한국,결혼전야,15세이상관람가,3,3,1,1,2,3,3
국내영화,한국,연애의기술,청소년관람불가,4,4,2,1,2,3,4
국내영화,한국,코알라,15세이상관람가,3,3,2,1,3,3,3
국내영화,한국,보이스오브콜링인캄보디아,전체관람가,1,1,1,1,1,1,1
국내영화,한국,바캉스(감독판),청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,더엑스,15세이상관람가,2,1,3,2,2,1,2
국내영화,한국,사이비,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,카토프로젝트,전체관람가,1,1,1,1,1,1,1
국내영화,한국,응징자,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,노브레싱,15세이상관람가,2,2,3,3,2,3,2
국내영화,한국,배우는배우다,청소년관람불가,3,4,4,2,4,4,3
국내영화,한국,말하는건축시티:홀,전체관람가,1,1,1,1,1,1,1
국내영화,한국,베일,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,비단꽃길,전체관람가,1,1,1,1,1,1,1
국내영화,한국,노라노,전체관람가,1,1,1,1,1,1,1
국내영화,한국,소녀,청소년관람불가,4,4,4,4,2,4,4
국내영화,한국,어떤시선,12세이상관람가,2,2,2,2,1,2,2
국내영화,한국,톱스타,15세이상관람가,3,3,3,3,3,3,3
국내영화,한국,공범,15세이상관람가,3,1,3,3,2,3,3
국내영화,한국,롤러코스터,15세이상관람가,3,2,2,2,3,3,3
국내영화,한국,완전소중한사랑,12세이상관람가,2,2,1,1,2,2,2
국내영화,한국,바캉스,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,맛있는사랑공식-섹스,청소년관람불가,4,4,1,1,2,4,4
국내영화,한국,사육-내안에가둔그녀,청소년관람불가,4,4,3,3,1,4,4
국내영화,한국,녹색의자2013러브컨셉츄얼리(감독판),청소년관람불가,4,4,2,1,3,4,4
국내영화,한국,밤의여왕,15세이상관람가,3,2,3,2,3,3,3
국내영화,한국,소원택시,청소년관람불가,4,4,2,3,3,3,4
국내영화,한국,댄서김의은밀한교수법,청소년관람불가,4,4,2,1,2,4,4
국내영화,한국,히어로,전체관람가,1,1,1,1,1,1,1
국내영화,한국,화이:괴물을삼킨아이,청소년관람불가,4,4,4,4,2,4,4
국내영화,한국,동창생,15세이상관람가,3,1,3,3,3,3,3
국내영화,한국,깡철이,15세이상관람가,3,2,3,3,3,3,3
국내영화,한국,관상,15세이상관람가,3,3,3,3,3,3,3
국내영화,한국,멜로,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,아유레디,12세이상관람가,2,1,2,2,1,2,1
국내영화,한국,짓,청소년관람불가,4,4,4,4,4,4,4
국내영화,한국,러시안소설,15세이상관람가,3,2,3,3,3,3,3
국내영화,한국,소원,12세이상관람가,2,1,2,2,1,2,2
국내영화,한국,33리,15세이상관람가,2,1,2,1,2,3,3
국내영화,한국,사랑해!진영아,15세이상관람가,2,3,2,2,3,3,2
국내영화,한국,블랙가스펠,전체관람가,1,1,1,1,1,1,1
국내영화,한국,미스체인지,청소년관람불가,4,4,2,1,3,4,4
국내영화,한국,붉은가족,15세이상관람가,3,2,3,3,2,3,3
국내영화,한국,개똥이,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,아름다운이별은없다,청소년관람불가,4,4,4,4,3,4,4
국내영화,한국,일탈여행:프라이빗아일랜드,청소년관람불가,4,4,1,1,3,4,4
국내영화,한국,천안함프로젝트,12세이상관람가,2,1,1,1,1,2,1
