구분,제작국(수정),제목,등급,주제,선정성,폭력성,공포,약물,대사.지속성등.,모방위협
국외영화,일본,이케부쿠로양키전쟁2-사키,청소년관람불가,4,4,4,3,2,4,4
국외영화,일본,걸아바타,청소년관람불가,4,4,1,1,2,4,4
국외영화,일본,흉악:어느사형수의고발,청소년관람불가,4,4,4,4,4,4,4
국외영화,기타,스테레오,청소년관람불가,4,4,4,4,2,4,3
국외영화,미국,토네이도,15세이상관람가,3,2,3,2,2,2,2
국외영화,일본,신선조-혈풍,청소년관람불가,3,3,4,3,2,3,3
국외영화,미국,씬시티:다크히어로의부활3D,청소년관람불가,4,4,4,4,4,4,4
국외영화,미국,씬시티:다크히어로의부활,청소년관람불가,4,4,4,4,4,4,4
국외영화,일본,스튜어디스애처일기,청소년관람불가,4,4,4,1,2,4,4
국외영화,일본,꽃과뱀:더제로,청소년관람불가,4,4,4,4,2,4,4
국외영화,일본,아내들의즐거운알바,청소년관람불가,4,4,1,1,2,4,4
국외영화,미국,메이즈러너,12세이상관람가,2,1,2,2,2,2,2
국외영화,기타,명검,15세이상관람가,2,2,3,2,1,2,2
국외영화,기타,나의첫번째장례식,15세이상관람가,3,3,2,1,2,3,1
국외영화,미국,웰컴투예스터데이,15세이상관람가,2,3,2,2,3,3,3
국외영화,미국,앵커맨2:전설은계속된다,15세이상관람가,3,3,3,2,3,3,3
국외영화,기타,나이팅게일,전체관람가,1,1,1,1,1,1,1
국외영화,미국,크레이브,청소년관람불가,4,4,4,2,4,4,4
국외영화,미국,블러드리벤지,청소년관람불가,4,4,4,3,4,3,4
국외영화,기타,마야,전체관람가,1,1,1,1,1,1,1
국외영화,미국,올랜도블룸의위험한열정,청소년관람불가,4,4,3,2,4,4,4
국외영화,일본,퍼즐,청소년관람불가,4,4,4,4,4,2,4
국외영화,미국,슈퍼사이클론스톰,15세이상관람가,2,1,2,3,1,2,1
국외영화,미국,토카레브,청소년관람불가,3,3,4,3,3,3,4
국외영화,미국,맨온더트레인,15세이상관람가,3,1,2,1,2,3,3
국외영화,미국,브로큰시티무삭제특별판,15세이상관람가,3,3,3,2,3,3,3
국외영화,기타,헬리,청소년관람불가,4,4,4,4,4,3,4
국외영화,미국,혹성탈출:자이언트몽키,12세이상관람가,2,2,2,2,2,2,2
국외영화,미국,브레이킹,청소년관람불가,4,4,4,4,3,3,4
국외영화,영국,1월의두얼굴,15세이상관람가,3,2,3,2,3,2,3
국외영화,미국,친구와애인사이,청소년관람불가,4,4,1,1,2,4,4
국외영화,일본,도쿄하숙집여주인,청소년관람불가,4,4,4,1,2,4,4
국외영화,일본,블로그섹스의점수,청소년관람불가,4,4,4,2,1,4,4
국외영화,영국,타워블록,청소년관람불가,3,2,4,3,3,4,4
국외영화,기타,심판자,15세이상관람가,3,3,3,3,3,3,3
국외영화,미국,베리굿걸,15세이상관람가,3,3,1,1,2,3,1
국외영화,미국,플러스원,청소년관람불가,4,4,4,4,4,4,4
국외영화,미국,리들,청소년관람불가,4,2,4,3,3,3,4
국외영화,기타,투와이스본,청소년관람불가,3,4,4,4,3,3,4
국외영화,미국,마이애미대침몰,12세이상관람가,2,2,2,2,1,2,1
국외영화,미국,폼페이:아포칼립스2014,12세이상관람가,2,2,2,2,1,2,1
국외영화,일본,동경이야기,전체관람가,1,1,1,1,1,1,1
국외영화,기타,스패로우,15세이상관람가,3,1,3,2,3,2,3
국외영화,기타,대공습,15세이상관람가,3,1,3,2,2,3,2
국외영화,미국,듀크,15세이상관람가,3,3,3,2,2,3,3
국외영화,기타,베를린장벽,청소년관람불가,3,4,3,2,3,3,3
국외영화,일본,끝장난간호사-변태간호실습,청소년관람불가,4,4,4,2,2,4,4
국외영화,일본,노리개사모님-첫절정,청소년관람불가,4,4,4,3,2,4,4
국외영화,기타,야한부인의유혹,청소년관람불가,4,4,4,3,3,4,4
국외영화,기타,로스트리전:로마군단의반란,청소년관람불가,4,4,4,3,3,3,4
국외영화,미국,스티븐시걸의굿맨,청소년관람불가,3,3,4,3,2,3,4
국외영화,미국,마더데레사의편지,전체관람가,1,1,1,1,1,1,1
국외영화,미국,닌자터틀(3D),12세이상관람가,2,1,2,2,2,2,2
국외영화,미국,닌자터틀,12세이상관람가,2,1,2,2,2,2,2
국외영화,프랑스,컬러풀웨딩즈,12세이상관람가,2,2,2,1,2,2,1
국외영화,기타,리턴드,15세이상관람가,3,3,3,3,2,3,3
국외영화,일본,진격의애인감독판,청소년관람불가,4,4,4,4,1,4,4
국외영화,일본,썸타는시호부인,청소년관람불가,4,4,3,3,2,4,4
국외영화,미국,어느창녀의하루,청소년관람불가,4,4,4,1,1,4,4
국외영화,기타,브레이브래빗:새로운영웅의탄생,전체관람가,1,1,1,1,1,1,1
국외영화,일본,원컷-어느친절한살인자의기록,청소년관람불가,4,4,4,4,1,4,4
국외영화,기타,카니발,청소년관람불가,4,4,4,3,2,3,4
국외영화,미국,익스펜더블3,15세이상관람가,2,1,3,3,2,2,2
국외영화,기타,분신사바-저주의시작,15세이상관람가,2,1,3,3,1,2,3
국외영화,기타,엣지오브타임,청소년관람불가,4,4,4,3,4,4,4
국외영화,기타,스나이퍼,15세이상관람가,3,3,3,2,2,3,2
국외영화,미국,매직인더문라이트,12세이상관람가,2,1,1,1,2,2,1
국외영화,미국,박스트롤,전체관람가,1,1,1,1,1,1,1
국외영화,일본,극장판도라에몽:진구의아프리카모험~베코와5인의탐험대~,전체관람가,1,1,1,1,1,1,1
국외영화,기타,불완전한사랑완전한섹스,청소년관람불가,4,4,1,1,3,4,4
국외영화,미국,컨택트킬좀비,청소년관람불가,3,4,4,4,2,4,3
국외영화,일본,젊은유부녀의과거,청소년관람불가,4,4,2,3,3,4,4
국외영화,영국,모스트원티드맨,청소년관람불가,4,3,3,2,3,2,3
국외영화,미국,스토리오브루크,12세이상관람가,2,2,1,1,2,2,1
국외영화,일본,3인의사기단:진범을찾아라,청소년관람불가,4,4,4,3,3,4,4
국외영화,기타,빙봉협-중생지문,15세이상관람가,2,3,3,2,2,3,3
국외영화,미국,노아-40일간의기적,12세이상관람가,2,2,1,2,1,1,1
국외영화,기타,콜걸,청소년관람불가,4,4,3,1,4,4,4
국외영화,기타,피노키오의모험,전체관람가,1,1,1,1,1,1,1
국외영화,미국,더기버기억전달자,12세이상관람가,2,2,2,2,1,1,2
국외영화,미국,배드키즈고우투헬,청소년관람불가,4,4,4,4,4,4,4
국외영화,일본,호스트걸의비밀섹스,청소년관람불가,4,4,4,3,3,4,4
국외영화,일본,몸탐정,청소년관람불가,4,4,4,3,4,4,4
국외영화,기타,푸에블라대전투1862싱코데마요,청소년관람불가,3,1,4,3,2,3,3
국외영화,미국,공공의적-살인마,청소년관람불가,4,4,4,4,2,4,4
국외영화,미국,아메리칸저스티스,청소년관람불가,3,1,4,3,3,3,4
국외영화,프랑스,플레이어스,청소년관람불가,4,4,3,1,3,4,4
국외영화,일본,어린소녀의비밀애,청소년관람불가,4,4,3,2,2,4,4
국외영화,기타,포비아,청소년관람불가,4,3,4,4,3,3,4
국외영화,기타,포비아2,청소년관람불가,4,1,4,4,3,3,4
국외영화,기타,시베리아횡단열차:대탈주,청소년관람불가,4,4,3,3,3,4,3
국외영화,기타,엘리아스:바다의보물을찾아라!,전체관람가,1,1,1,1,1,1,1
국외영화,미국,허큘리스(3D),15세이상관람가,3,2,3,3,2,3,2
국외영화,일본,넥스트제네레이션패트레이버3,15세이상관람가,2,2,3,2,3,3,2
국외영화,기타,리저너블다우트,15세이상관람가,3,1,3,3,2,3,3
국외영화,기타,아이언스카이무삭제감독판,15세이상관람가,3,3,3,3,3,3,3
국외영화,미국,비행기2:소방구조대3D,전체관람가,1,1,1,1,1,1,1
국외영화,미국,가디언즈오브갤럭시3D,12세이상관람가,2,1,2,2,1,2,2
국외영화,프랑스,꼬마니콜라의여름방학,전체관람가,1,1,1,1,1,1,1
국외영화,기타,램페이지2-워싱턴심판의날,청소년관람불가,4,1,4,4,2,4,4
국외영화,일본,루이의성감클리닉,청소년관람불가,4,4,4,1,1,4,4
국외영화,영국,콰이어트원,15세이상관람가,3,2,3,3,3,3,3
국외영화,프랑스,해커스,15세이상관람가,3,2,3,3,2,2,3
국외영화,일본,X게임2,청소년관람불가,4,1,4,4,2,3,4
국외영화,미국,비행기2 :소방구조대,전체관람가,1,1,1,1,1,1,1
국외영화,미국,라보엠,전체관람가,1,1,1,1,1,1,1
국외영화,일본,모모키야여관포르노촬영기,청소년관람불가,4,4,3,1,3,4,4
국외영화,일본,금단의꽃:수치심,청소년관람불가,4,4,3,1,2,4,4
국외영화,기타,마술피리,전체관람가,1,1,1,1,1,1,1
국외영화,기타,2014베를린필하모닉발트뷔네콘서트,전체관람가,1,1,1,1,1,1,1
국외영화,미국,스텝업:올인,12세이상관람가,2,2,1,1,2,2,1
국외영화,영국,선샤인온리스,12세이상관람가,2,2,2,1,2,2,2
국외영화,미국,사랑과전쟁,15세이상관람가,3,3,3,2,3,3,3
국외영화,미국,루시,청소년관람불가,3,3,4,4,4,3,4
국외영화,미국,포세이돈,15세이상관람가,2,3,3,3,2,2,2
국외영화,미국,샤크어택,청소년관람불가,3,2,4,4,2,3,1
국외영화,미국,너스3D,청소년관람불가,4,4,4,4,4,4,4
국외영화,미국,가디언즈오브갤럭시,12세이상관람가,2,1,2,2,1,2,2
국외영화,미국,인베이젼스펙터,청소년관람불가,4,4,3,3,4,4,4
국외영화,미국,엑스터시나이트,청소년관람불가,4,4,4,4,4,4,4
국외영화,일본,지오바니의섬,전체관람가,1,1,1,1,1,1,1
국외영화,미국,허큘리스,15세이상관람가,3,2,3,3,2,3,2
국외영화,기타,러시:스트리트레이서,15세이상관람가,3,3,3,2,3,3,3
국외영화,미국,비긴어게인,15세이상관람가,3,2,2,1,3,3,2
국외영화,일본,숨바꼭질:극장판-도시전설,15세이상관람가,3,1,2,3,2,1,2
국외영화,미국,인보카머스,청소년관람불가,3,2,4,4,3,3,4
국외영화,일본,이치조사유리:젖은욕정,청소년관람불가,4,4,3,3,2,4,4
국외영화,기타,벨라키스,청소년관람불가,4,4,4,4,3,3,4
국외영화,기타,백투더씨,전체관람가,1,1,1,1,1,1,1
국외영화,기타,캐논포더:죽은자들의도시,청소년관람불가,3,2,4,4,2,4,1
국외영화,기타,2014유로파콘서트,전체관람가,1,1,1,1,1,1,1
국외영화,일본,막장!마에다가문의정사,청소년관람불가,4,4,1,1,3,4,4
국외영화,일본,오오키가의즐거운여행:신혼지옥편,12세이상관람가,2,1,1,2,2,1,1
국외영화,기타,그랜드시덕션,15세이상관람가,3,3,1,1,3,3,3
국외영화,미국,미스테리예고살인,15세이상관람가,3,1,3,3,3,2,2
국외영화,일본,원피스:에피소드오브메리~또하나의동료이야기~,15세이상관람가,2,1,3,2,2,3,2
국외영화,일본,극장판포켓몬스터AG아름다운소원의별지라치,전체관람가,1,1,1,1,1,1,1
국외영화,미국,터키,전체관람가,1,1,1,1,1,1,1
국외영화,기타,숲의전설,전체관람가,1,1,1,1,1,1,1
국외영화,기타,인샬라,청소년관람불가,4,3,3,3,4,3,4
국외영화,미국,정사2014,청소년관람불가,4,4,4,1,4,4,4
국외영화,일본,우리들의격정,청소년관람불가,4,4,4,1,4,4,4
국외영화,미국,제로법칙의비밀,15세이상관람가,3,3,2,2,2,3,3
국외영화,미국,스파이더대침공,15세이상관람가,2,2,3,3,2,2,1
국외영화,미국,"러브,비하인드",청소년관람불가,4,4,1,1,4,4,4
국외영화,미국,보이후드,15세이상관람가,2,3,2,1,3,3,3
국외영화,일본,OL의성,청소년관람불가,4,4,2,2,2,4,4
국외영화,일본,사장님의신입여직원길들이기,청소년관람불가,4,4,1,1,3,4,4
국외영화,일본,명탐정코난:이차원의저격수,12세이상관람가,2,1,2,1,1,1,1
국외영화,미국,메가스파이더,15세이상관람가,3,1,3,3,1,2,1
국외영화,프랑스,어떤만남,청소년관람불가,3,4,1,1,3,4,3
국외영화,기타,할리데이,15세이상관람가,2,3,1,1,2,3,1
국외영화,기타,분신사바2,15세이상관람가,3,3,3,3,2,2,3
국외영화,영국,에일리언인베이젼,15세이상관람가,3,2,3,3,2,2,1
국외영화,프랑스,아야의밤엔사랑이필요해,15세이상관람가,3,3,2,2,3,3,3
국외영화,미국,악마의 탄생,15세이상관람가,3,2,3,3,2,3,1
국외영화,일본,워커즈,전체관람가,1,1,1,1,1,1,1
국외영화,기타,쿰바:반쪽무늬얼룩말의대모험,전체관람가,1,1,1,1,1,1,1
국외영화,미국,더퍼지:거리의반란,청소년관람불가,4,1,4,4,2,3,4
국외영화,미국,위키드블러드,청소년관람불가,4,4,4,3,4,4,4
국외영화,기타,네무덤에침을뱉어라2,청소년관람불가,4,4,4,4,4,4,4
국외영화,일본,게이샤하우스,청소년관람불가,4,4,4,1,3,4,4
국외영화,미국,혹성탈출:반격의서막(3D),12세이상관람가,2,1,2,2,2,2,1
국외영화,기타,수호지-귀족영웅노준의,15세이상관람가,3,2,3,2,3,2,3
국외영화,미국,잠자는숲속의미녀와야수,15세이상관람가,2,3,3,3,2,3,3
국외영화,일본,공각기동대어라이즈보더:3고스트티어즈,15세이상관람가,2,3,3,3,1,2,1
국외영화,기타,그여름의정사국내판,청소년관람불가,4,4,4,1,4,4,4
국외영화,미국,키스오브뱀파이어,청소년관람불가,3,4,4,4,4,3,1
국외영화,기타,파이어스톰,청소년관람불가,4,2,4,3,3,3,4
국외영화,미국,말리부섹스파티,청소년관람불가,4,4,2,1,4,4,4
국외영화,미국,비키니브레이크,청소년관람불가,4,4,1,1,3,3,4
국외영화,영국,더블:달콤한악몽,15세이상관람가,3,2,3,3,2,3,3
국외영화,기타,파이어:테러와의전쟁,15세이상관람가,3,1,3,2,1,2,3
국외영화,기타,정무가정,15세이상관람가,3,1,3,3,3,2,3
국외영화,미국,책도둑,12세이상관람가,2,1,2,2,1,2,2
국외영화,미국,파라노말액티비티:더마크드원스,청소년관람불가,3,4,3,4,4,4,4
국외영화,미국,드래프트데이,12세이상관람가,2,2,2,1,1,2,2
국외영화,일본,원한의학원[전율편],청소년관람불가,4,4,4,4,2,4,4
국외영화,일본,원한의학원[절망편],청소년관람불가,4,1,4,4,1,4,4
국외영화,기타,비포-치즈와초콜릿을찾아서,전체관람가,1,1,1,1,1,1,1
국외영화,기타,타이치2히어로,12세이상관람가,2,2,2,2,1,2,2
국외영화,기타,펭귄3D,전체관람가,1,1,1,1,1,1,1
국외영화,기타,갈라파고스3D,전체관람가,1,1,1,1,1,1,1
국외영화,영국,언더더스킨,청소년관람불가,4,4,4,4,2,3,4
국외영화,기타,쌍자신투,15세이상관람가,3,2,3,3,2,2,3
국외영화,프랑스,테스,15세이상관람가,3,2,3,2,2,2,3
국외영화,일본,전철속낯선손에무너지는그녀들,청소년관람불가,4,4,3,1,1,4,4
국외영화,기타,카프리치오,전체관람가,1,1,1,1,1,1,1
국외영화,일본,신입사원세츠코,청소년관람불가,4,4,4,1,2,4,4
국외영화,일본,캠퍼스베이글녀,청소년관람불가,4,4,4,4,3,4,4
국외영화,기타,트랜스머신:만테라,12세이상관람가,2,1,2,2,1,2,1
국외영화,일본,익스트림 스키야키,12세이상관람가,2,2,1,2,2,1,2
국외영화,일본,깨끗하고연약한,12세이상관람가,2,2,1,2,2,1,1
국외영화,미국,혹성탈출:반격의서막,12세이상관람가,2,1,2,2,2,2,1
국외영화,기타,크래쉬랜딩,15세이상관람가,3,2,3,3,2,2,3
국외영화,기타,옹박:리턴즈오브레전드,청소년관람불가,3,3,4,3,1,3,3
국외영화,미국,"안녕,헤이즐",12세이상관람가,2,2,2,2,2,2,1
국외영화,미국,애프터쇼크,청소년관람불가,4,4,4,4,3,4,4
국외영화,미국,인투더스톰,12세이상관람가,2,1,2,2,1,2,2
국외영화,기타,수호지-명포영웅호연작,12세이상관람가,2,1,2,2,1,2,2
국외영화,일본,은밀한게이샤의세계,청소년관람불가,4,4,2,2,2,4,4
국외영화,미국,무서운영화5,청소년관람불가,4,4,4,4,4,4,4
국외영화,미국,블러드워,15세이상관람가,3,3,3,2,2,3,3
국외영화,미국,오드토머스,15세이상관람가,3,3,3,3,2,3,3
국외영화,미국,잭과자이언트킬러2014,15세이상관람가,2,1,3,2,1,2,1
국외영화,기타,워리어스레인보우2:최후의결전,청소년관람불가,3,1,4,3,2,3,4
국외영화,미국,트랜스포머:사라진시대(3D),12세이상관람가,2,2,2,2,1,2,2
국외영화,미국,드래곤길들이기2,전체관람가,1,1,1,1,1,1,1
국외영화,미국,드래곤길들이기2(3D),전체관람가,1,1,1,1,1,1,1
국외영화,일본,야쿠자의세계-언더그라운드,청소년관람불가,4,1,4,4,4,4,4
국외영화,일본,여고생간병인,청소년관람불가,4,4,4,1,4,4,4
국외영화,기타,레이드2,청소년관람불가,4,4,4,4,3,4,4
국외영화,기타,울프앳더도어,청소년관람불가,4,4,4,4,3,4,4
국외영화,기타,무예타이갱,15세이상관람가,3,3,4,3,3,3,3
국외영화,프랑스,어레스트미,15세이상관람가,3,2,3,3,2,3,3
국외영화,기타,라스트엘비스,15세이상관람가,3,2,2,1,3,3,3
국외영화,미국,사보타지,청소년관람불가,4,4,4,4,4,4,4
국외영화,일본,신입여직원의속옷,청소년관람불가,4,4,2,1,1,4,4
국외영화,일본,유혹의노출클럽,청소년관람불가,4,4,4,4,2,4,4
국외영화,일본,음란한비밀고백,청소년관람불가,4,4,4,4,2,4,4
국외영화,기타,천하무적키코리키,전체관람가,1,1,1,1,1,1,1
국외영화,일본,주온:끝의시작,15세이상관람가,3,1,3,3,1,2,2
국외영화,영국,신데렐라,15세이상관람가,3,3,3,2,3,2,3
국외영화,미국,둠스데이지구최후의날,15세이상관람가,3,1,3,3,1,2,1
